IP位址在中山区要不要查而已；尤其是鱼缸放毒藻已死了好几缸的鱼，前天、大前天到花莲去做庙的祭拜。一年来伤害研发者的所有设备·生灵，何辜…·如果你心爱的狗也接受如此待遇你可以接受吗？每天勤换水清缸让鱼能够活得开心长大，竟然还是进来，我有录影存证，侵入者不敢放太多的毒物，就直接把充氧的打气的管子拿掉形成虹吸原理，让鱼被吸进去卡在里面死亡，我相信这些一年来的'] 1.0 30 None 0
131 ['10/10/22农历九月五#随喜供养施食回向洪义凯无病无痛无灾无难脱离病苦早日康复供养功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['10/10/22农历九月五#随喜放生功德回向黄金桂无病无痛无灾无难脱离病苦早日康复放生功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['11/10/22农历九月十六#随喜供养施食回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复供养功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['13/10/22农历九月十八#随喜供养施食回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复供养功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['14/10/22农历九月十九观世音菩萨圣诞#随喜供养施食回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复供养功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 34 None 0
131 ['14/10/22农历九月十九随喜布施回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复布施功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['14/10/22农历九月十九观世音菩萨圣诞#随喜放生功德普皆回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复放生功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 34 None 0
131 ['15/10/22农历九月二十#随喜供养施食功德普皆回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复供养功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['156/10/22农历九月二十一#随喜供养施食功德普皆回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复供养功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['17/10/22农历九月二十二#随喜供养施食功德普皆回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复供养功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['18/10/22农历九月二十三#随喜供养施食功德普皆回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复供养功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['20/10/22农历九月二十五#随喜供养施食功德普皆回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复供养功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['21/10/22农历九月二十六#随喜供养施食功德普皆回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复供养功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['22/10/22农历九月二十七#随喜供养施食功德普皆回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复供养功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['23/10/22农历九月二十八#随喜供养施食功德普皆回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复供养功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['24/10/22农历九月二十九#药师琉璃光如来圣诞祈愿药师佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无药师琉璃光如来南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['25/10/22农历十月初一#随喜供养施食功德普皆回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复供养功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['25/10/22农历十月初一#随喜放生功德普皆回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复放生功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 34 None 0
131 ['27/10/22农历十月初三#随喜布施放生与供养道场功德普皆回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复布施功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['28/10/22农历十月初四#随喜供养施食功德普皆回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复供养功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['29/10/22农历十月初五#随喜供养施食功德普皆回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复供养功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，普皆同享功德，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
131 ['17/12/22十一月二十四随喜放生功德普皆回向洪义凯与黄金桂无病无痛无灾无难脱离病苦早日康复放生功德殊胜行，无边胜福皆回向，普愿沉溺诸有情，速往无量光佛刹。祈愿阿弥陀佛与诸佛菩萨慈悲加持以此殊胜功德普皆回向洪义凯的癌细胞冤亲债主和黄金桂的一切冤亲债主与一切有缘众生，普皆同享功德，永离疾病苦痛，永离天灾横祸，解冤释结，脱离苦海，离苦得乐，同生西方净土，极乐世界。南无本师释迦牟尼佛南无阿弥陀佛南无观世音菩萨南无地藏王菩萨'] 1.0 43 None 0
##################### -- 131 -- ##########################
132 heroliu1228 [908, 902, None, 666, 0]
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?，我不是不做你的，因为有太多人要！有人要吗'] 0.974 46 None 0
132 ['回复有人要吗'] 0.625 4 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复··_6你的好了?有人要吗'] 0.954 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?，不要威胁我?有人要吗'] 0.983 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复有人要吗'] 0.625 4 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复有人要吗'] 0.625 4 None 0
132 ['回复先祝你生日快乐喔?有人要吗'] 0.984 37 None 0
132 ['你们的好了?有人要吗'] 0.999 46 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?，谢谢你?有人要吗'] 0.992 46 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['大家我今天晚上就会帮大家用，今天晚上不是现在喔！谢谢大家#史莱姆素材'] 0.959 0 None 0
132 ['回复你的好了?，不要叫我爸爸?有人要吗'] 0.994 46 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复·60420你的好了?有人要吗'] 0.955 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复·da·jou你的好了?有人要吗'] 0.803 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复·tyc·edu·tw你的好了?有人要吗'] 0.919 46 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复·520·tiktok你的好了?有人要吗'] 0.954 26 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复粉丝的要求我一律都会做到，这样可以吗？有人要吗'] 0.777 3 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?，火气不要怎么大嘛?有人要吗'] 0.988 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['我可以帮大家宣传喔！粉丝破2发福利爱你们喔'] 0.944 8 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['记得关注呀！'] 0.247 46 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复·cat5你的好了?有人要吗'] 0.959 46 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['记得关注呀！'] 0.247 46 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['记得关注呀！'] 0.247 46 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复@你的好了?，不要威胁我?有人要吗'] 0.983 26 None 0
132 ['@记得关注呀！'] 0.112 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['记得关注呀！'] 0.247 46 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?，可是都黑黑的?有人要吗'] 0.977 46 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?，我没胃药?有人要吗'] 0.992 22 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复·4你的好了?有人要吗'] 0.941 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复@你的好了?有人要吗'] 0.933 26 None 0
132 ['回复你的好了?有人要吗'] 0.991 17 None 0
